R.date,R.date.Nut,SITE,REPLICATE,SEASON,YEAR,S.date,BUSCAR,L.FW,L.DW,Ri.FW,Ri.DW,Ro.FW,Ro.DW,BG.FW,BG.DW,T.DW,AG.BG.FW,AG.BG.DW,dens.TOT,SDW,%N.L.DW,d15N.L.DW,%C.L.DW,d13C.L.DW,Bus.Nut,NH4.uM.mean,NO2.uM.mean,NO3.uM.mean,PO4.uM.mean,NH4.uM.q2,NO2.uM.q2,NO3.uM.q2,PO4.uM.q2,Tair.degC.q2,T.d.min.q2,T.d.max.q2,Ed.mol_m2d.q2,siteB,EzSITE.mol_m2d.q2
15/04/2010,15/04/10,CN2,B,SPRING,2010,30/04/2010,40283-CN2-B,463.5725,67.0275,1112.005,206.7525,181.995,22.605,1294,229.3575,296.385,0.358,0.292,375,1.236,2.5483888,5.0221522,30.6574801,-9.054516,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
28/04/2010,28/04/10,CN2,A,SPRING,2010,30/04/2010,40296-CN2-A,489.8375,97.585,591.5625,115.1125,365.82,68.855,957.3825,183.9675,281.5525,0.512,0.53,475,1.031,2.3358646,2.9273719,29.727915,-9.6254464,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
28/04/2010,28/04/10,CN2,B,SPRING,2010,30/04/2010,40296-CN2-B,398.915,54.235,854.0975,169.825,399.9425,52.6725,1254.04,222.4975,276.7325,0.318,0.244,375,1.064,2.4278826,3.9888633,31.382008,-8.8489932,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
14/05/2010,14/05/10,CN2,A,SPRING,2010,30/04/2010,40312-CN2-A,494.05,70.0825,767.9825,148.9025,510.4825,73.9675,1278.465,222.87,292.9525,0.386,0.314,225,2.196,2.6226219,5.3677387,33.1997751,-7.194193,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
14/05/2010,14/05/10,CN2,B,SPRING,2010,30/04/2010,40312-CN2-B,587.6875,81.8475,252.5775,43.3175,233.415,28.08,485.9925,71.3975,153.245,1.209,1.146,375,1.567,2.9065948,3.6086126,39.5972212,-7.8957038,SPRING2010,NA,NA,NA,NA,NA,NA,NA,NA,15.95046,13.9952,18.4967,48.00174792,38836-CN2,11.77427615
28/06/2010,NA,CN2,A,SUMMER,2010,13/07/2010,40357-CN2-A,1610.75,225.55,1443,337.63,405.75,66.1375,1848.75,403.7675,629.3175,0.871,0.559,1025,1.571,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN2,16.37781131
28/06/2010,NA,CN2,B,SUMMER,2010,13/07/2010,40357-CN2-B,1622.5,232.675,790.25,189.085,477.75,76.165,1268,265.25,497.925,1.28,0.877,1050,1.545,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN2,16.37781131
14/07/2010,NA,CN2,A,SUMMER,2010,13/07/2010,40373-CN2-A,1553,217.775,1299.75,281.5525,293.25,44.2925,1593,325.845,543.62,0.975,0.668,700,2.219,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN2,16.37781131
14/07/2010,NA,CN2,B,SUMMER,2010,13/07/2010,40373-CN2-B,1824.5,256.08,1056.75,233.975,371.75,55.545,1428.5,289.52,545.6,1.277,0.884,725,2.517,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN2,16.37781131
28/07/2010,NA,CN2,A,SUMMER,2010,13/07/2010,40387-CN2-A,1527.75,195.6025,1201.25,319.5225,444.5,77.285,1645.75,396.8075,592.41,0.928,0.493,700,2.183,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN2,16.37781131
28/07/2010,NA,CN2,B,SUMMER,2010,13/07/2010,40387-CN2-B,1536.75,284.7575,936.25,244.5875,378,75.86,1314.25,320.4475,605.205,1.169,0.889,700,2.195,NA,NA,NA,NA,SUMMER2010,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,22.13057,18.7878,25.584,62.02376989,38910-CN2,16.37781131
08/10/2010,NA,CN2,A,FALL,2010,24/10/2010,40459-CN2-A,813,118.63,1569.5,388.37,578.5,95.4775,2148,483.8475,602.4775,0.378,0.245,750,1.084,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
08/10/2010,NA,CN2,B,FALL,2010,24/10/2010,40459-CN2-B,734.58,122.58,1227.7675,301.6125,407.4125,73.1025,1635.18,374.715,497.295,0.449,0.327,725,1.013,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
22/10/2010,NA,CN2,A,FALL,2010,24/10/2010,40473-CN2-A,768.3025,174.935,1043.0825,265.5725,516.8725,78.975,1559.955,344.5475,519.4825,0.493,0.508,525,1.463,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
22/10/2010,NA,CN2,B,FALL,2010,24/10/2010,40473-CN2-B,951.05,155.98,1206,294.865,347.0175,73.6725,1553.0175,368.5375,524.5175,0.612,0.423,550,1.729,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
08/11/2010,NA,CN2,A,FALL,2010,24/10/2010,40490-CN2-A,1207.7975,146.8025,750.6975,187.24,505.91,74.2075,1256.6075,261.4475,408.25,0.961,0.561,525,2.301,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
08/11/2010,NA,CN2,B,FALL,2010,24/10/2010,40490-CN2-B,626.7225,94.2075,1582.9575,408.1125,1092.2425,180.705,2675.2,588.8175,683.025,0.234,0.16,625,1.003,NA,NA,NA,NA,FALL2010,1.064,0.315,1.476,0.042,1.064,0.315,1.476,0.042,20.60568,18.3532,23.5628,37.53760774,39013-CN2,8.572319323
21/01/2011,NA,CN2,A,WINTER,2011,04/02/2011,40564-CN2-A,279.1875,46.7,750.925,167.225,278.7,42.7,1029.625,209.925,256.625,0.271,0.222,275,1.015,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
21/01/2011,NA,CN2,B,WINTER,2011,04/02/2011,40564-CN2-B,462.31,72.8375,841.305,197.46,327.7975,48.56,1169.1025,246.02,318.8575,0.395,0.296,525,0.881,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
04/02/2011,NA,CN2,A,WINTER,2011,04/02/2011,40578-CN2-A,384.85,67.55,1432.125,329.1,272.7,40.225,1704.825,369.325,436.875,0.226,0.183,400,0.962,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
04/02/2011,NA,CN2,B,WINTER,2011,04/02/2011,40578-CN2-B,426.275,75.15,1156.05,277.95,516.525,82.975,1672.575,360.925,436.075,0.255,0.208,575,0.741,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
18/02/2011,NA,CN2,A,WINTER,2011,04/02/2011,40592-CN2-A,191.985,37.82,319.425,75.925,294.15,54.65,613.575,130.575,168.395,0.313,0.29,150,1.28,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
18/02/2011,NA,CN2,B,WINTER,2011,04/02/2011,40592-CN2-B,160.53,26.365,771.95,178.825,480.925,70.225,1252.875,249.05,275.415,0.128,0.106,200,0.803,NA,NA,NA,NA,WINTER2011,0.277,0.5245,11.6935,0.042,0.277,0.5245,11.6935,0.042,13.04568,10.9318,15.6826,17.18895142,39116-CN2,4.731757526
04/05/2011,NA,CN2,A,SPRING,2011,26/05/2011,40667-CN2-A,607.725,90.695,1388.05,293.675,281.575,42.035,1669.625,335.71,426.405,0.364,0.27,1175,0.517,NA,NA,NA,NA,SPRING2011,1.566,0.3555,1.7015,0.042,1.566,0.3555,1.7015,0.042,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
04/05/2011,NA,CN2,B,SPRING,2011,26/05/2011,40667-CN2-B,796.525,102.3,1340.15,254.06,272.775,37.5275,1612.925,291.5875,393.8875,0.494,0.351,975,0.817,NA,NA,NA,NA,SPRING2011,1.566,0.3555,1.7015,0.042,1.566,0.3555,1.7015,0.042,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
18/05/2011,NA,CN2,A,SPRING,2011,26/05/2011,40681-CN2-A,863.4,125.91,1484.075,318.2325,262.125,42.755,1746.2,360.9875,486.8975,0.494,0.349,1100,0.785,NA,NA,NA,NA,SPRING2011,1.566,0.3555,1.7015,0.042,1.566,0.3555,1.7015,0.042,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
18/05/2011,NA,CN2,B,SPRING,2011,26/05/2011,40681-CN2-B,375.6,56.7375,1183.8,254.115,372.525,58.51,1556.325,312.625,369.3625,0.241,0.181,775,0.485,NA,NA,NA,NA,SPRING2011,1.566,0.3555,1.7015,0.042,1.566,0.3555,1.7015,0.042,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
01/06/2011,NA,CN2,A,SPRING,2011,26/05/2011,40695-CN2-A,986.2,172.9725,969.3,203.62,292.65,46.315,1261.95,249.935,422.9075,0.781,0.692,1300,0.759,NA,NA,NA,NA,SPRING2011,1.566,0.3555,1.7015,0.042,1.566,0.3555,1.7015,0.042,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
01/06/2011,NA,CN2,B,SPRING,2011,26/05/2011,40695-CN2-B,955.825,95.795,821.75,83.9475,270.175,34.785,1091.925,118.7325,214.5275,0.875,0.807,1500,0.637,NA,NA,NA,NA,SPRING2011,1.566,0.3555,1.7015,0.042,1.566,0.3555,1.7015,0.042,18.16726,15.2768,21.0907,52.68846588,39227-CN2,12.71555975
16/06/2011,NA,CN2,A,SUMMER,2011,01/07/2011,40710-CN2-A,990.625,146.6425,1242.05,272.75,394.825,58.9925,1636.875,331.7425,478.385,0.605,0.442,1525,0.65,NA,NA,NA,NA,SUMMER2011,0.277,0.196,1.653,0.042,0.277,0.196,1.653,0.042,22.79389,18.66615,27.003,62.24610925,39263-CN2,15.35638316
16/06/2011,NA,CN2,B,SUMMER,2011,01/07/2011,40710-CN2-B,774.6,130.85,966.525,232.3725,257.8,66.625,1224.325,298.9975,429.8475,0.633,0.438,675,1.148,NA,NA,NA,NA,SUMMER2011,0.277,0.196,1.653,0.042,0.277,0.196,1.653,0.042,22.79389,18.66615,27.003,62.24610925,39263-CN2,15.35638316
04/07/2011,NA,CN2,A,SUMMER,2011,01/07/2011,40728-CN2-A,550.155,83.8475,947.6075,254.1775,322.8,64.1475,1270.4075,318.325,402.1725,0.433,0.263,550,1,NA,NA,NA,NA,SUMMER2011,0.277,0.196,1.653,0.042,0.277,0.196,1.653,0.042,22.79389,18.66615,27.003,62.24610925,39263-CN2,15.35638316
04/07/2011,NA,CN2,B,SUMMER,2011,01/07/2011,40728-CN2-B,1628.5075,237.1425,960.6525,235.66,483.5675,83.3075,1444.22,318.9675,556.11,1.128,0.743,750,2.171,NA,NA,NA,NA,SUMMER2011,0.277,0.196,1.653,0.042,0.277,0.196,1.653,0.042,22.79389,18.66615,27.003,62.24610925,39263-CN2,15.35638316
15/07/2011,NA,CN2,A,SUMMER,2011,01/07/2011,40739-CN2-A,1282.4,171.2575,1430.875,315.395,953.05,137.525,2383.925,452.92,624.1775,0.538,0.378,1900,0.675,NA,NA,NA,NA,SUMMER2011,0.277,0.196,1.653,0.042,0.277,0.196,1.653,0.042,22.79389,18.66615,27.003,62.24610925,39263-CN2,15.35638316
15/07/2011,NA,CN2,B,SUMMER,2011,01/07/2011,40739-CN2-B,1215.05,160.875,1182.75,263.005,554.65,82.5475,1737.4,345.5525,506.4275,0.699,0.466,1875,0.648,NA,NA,NA,NA,SUMMER2011,0.277,0.196,1.653,0.042,0.277,0.196,1.653,0.042,22.79389,18.66615,27.003,62.24610925,39263-CN2,15.35638316
30/09/2011,NA,CN2,A,FALL,2011,14/10/2011,40816-CN2-A,370.85,50.2975,1262.95,314.26,824.075,151.8825,2087.025,466.1425,516.44,0.178,0.108,650,0.571,NA,NA,NA,NA,FALL2011,0.762,0.296,2.653,0.085,0.762,0.296,2.653,0.085,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
30/09/2011,NA,CN2,B,FALL,2011,14/10/2011,40816-CN2-B,165.025,21.3325,548.45,147.38,655.2,131,1203.65,278.38,299.7125,0.137,0.077,400,0.413,NA,NA,NA,NA,FALL2011,0.762,0.296,2.653,0.085,0.762,0.296,2.653,0.085,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
13/10/2011,NA,CN2,A,FALL,2011,14/10/2011,40829-CN2-A,253.925,42.4725,1324.525,371.3925,562.05,122.6,1886.575,493.9925,536.465,0.135,0.086,625,0.406,NA,NA,NA,NA,FALL2011,0.762,0.296,2.653,0.085,0.762,0.296,2.653,0.085,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
13/10/2011,NA,CN2,B,FALL,2011,14/10/2011,40829-CN2-B,183.95,28.1,982,239.85,418.2,64.3925,1400.2,304.2425,332.3425,0.131,0.092,1025,0.179,NA,NA,NA,NA,FALL2011,0.762,0.296,2.653,0.085,0.762,0.296,2.653,0.085,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
28/10/2011,NA,CN2,A,FALL,2011,14/10/2011,40844-CN2-A,264.65,41.7325,1233.325,297.7725,591.725,100.7475,1825.05,398.52,440.2525,0.145,0.105,900,0.294,NA,NA,NA,NA,FALL2011,0.762,0.296,2.653,0.085,0.762,0.296,2.653,0.085,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
28/10/2011,NA,CN2,B,FALL,2011,14/10/2011,40844-CN2-B,226.925,43.8325,1503.939665,385.6725,448.95,30.195,1952.889665,415.8675,459.7,0.116,0.105,1275,0.178,NA,NA,NA,NA,FALL2011,0.762,0.296,2.653,0.085,0.762,0.296,2.653,0.085,22.95061,19.7642,26.6,42.14315621,39368-CN2,10.73975268
23/01/2012,NA,CN2,A,WINTER,2012,07/02/2012,40931-CN2-A,189.29,35.95,1310.7825,314.365,660.2125,144.4475,1970.995,458.8125,494.7625,0.096,0.078,1025,0.185,NA,NA,NA,NA,WINTER2012,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
23/01/2012,NA,CN2,B,WINTER,2012,07/02/2012,40931-CN2-B,153.0125,27.1625,1090.6275,255.445,559.49,89.0575,1650.1175,344.5025,371.665,0.093,0.079,1150,0.133,NA,NA,NA,NA,WINTER2012,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
09/02/2012,NA,CN2,A,WINTER,2012,07/02/2012,40948-CN2-A,236.485,40.505,1352.4725,347.62,607.695,106.4925,1960.1675,454.1125,494.6175,0.121,0.089,1275,0.185,NA,NA,NA,NA,WINTER2012,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
09/02/2012,NA,CN2,B,WINTER,2012,07/02/2012,40948-CN2-B,309.71,40.94,834.265,193.6025,677.1375,103.2925,1511.4025,296.895,337.835,0.205,0.138,1400,0.221,NA,NA,NA,NA,WINTER2012,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
22/02/2012,NA,CN2,A,WINTER,2012,07/02/2012,40961-CN2-A,213.51,40.1,1031.365,249.7875,379.5775,77.5925,1410.9425,327.38,367.48,0.151,0.122,875,0.244,NA,NA,NA,NA,WINTER2012,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
22/02/2012,NA,CN2,B,WINTER,2012,07/02/2012,40961-CN2-B,176.4025,27.4675,902.185,222.1725,474.0925,83.05,1376.2775,305.2225,332.69,0.128,0.09,1000,0.176,NA,NA,NA,NA,WINTER2012,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,12.18519,9.0308,16.1045,24.98380392,39484-CN2,6.349440725
07/05/2012,NA,CN2,A,SPRING,2012,22/05/2012,41036-CN2-A,426.2125,70.48,1277.145,433.41,478.9,82.6775,1756.045,516.0875,586.5675,0.243,0.137,800,0.533,NA,NA,NA,NA,SPRING2012,0.277,0.196,1.9435,0.042,0.277,0.196,1.9435,0.042,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
07/05/2012,NA,CN2,B,SPRING,2012,22/05/2012,41036-CN2-B,542.8,103.2025,1661.0675,378.8925,767.645,124,2428.7125,502.8925,606.095,0.223,0.205,1100,0.493,NA,NA,NA,NA,SPRING2012,0.277,0.196,1.9435,0.042,0.277,0.196,1.9435,0.042,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
21/05/2012,NA,CN2,A,SPRING,2012,22/05/2012,41050-CN2-A,377.0575,73.495,1583.0875,322.755,404.2175,80.35,1987.305,403.105,476.6,0.19,0.182,1200,0.314,NA,NA,NA,NA,SPRING2012,0.277,0.196,1.9435,0.042,0.277,0.196,1.9435,0.042,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
21/05/2012,NA,CN2,B,SPRING,2012,22/05/2012,41050-CN2-B,515.325,62.2175,1195.9,237.3475,580.025,79.2725,1775.925,316.62,378.8375,0.29,0.197,1725,0.299,NA,NA,NA,NA,SPRING2012,0.277,0.196,1.9435,0.042,0.277,0.196,1.9435,0.042,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
05/06/2012,NA,CN2,A,SPRING,2012,22/05/2012,41065-CN2-A,979.975,117.05,810.85,139.4325,369.3175,41.5225,1180.1675,180.955,298.005,0.83,0.647,2375,0.413,NA,NA,NA,NA,SPRING2012,0.277,0.196,1.9435,0.042,0.277,0.196,1.9435,0.042,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
05/06/2012,NA,CN2,B,SPRING,2012,22/05/2012,41065-CN2-B,840.035,112.485,1083.0975,265.2525,471.685,56.715,1554.7825,321.9675,434.4525,0.54,0.349,2075,0.405,NA,NA,NA,NA,SPRING2012,0.277,0.196,1.9435,0.042,0.277,0.196,1.9435,0.042,15.84568,12.9907,18.7264,55.68250302,39589-CN2,14.2885832
05/07/2012,NA,CN2,A,SUMMER,2012,19/07/2012,41095-CN2-A,697.025,124.3975,956.325,243.8,524.05,100.8675,1480.375,344.6675,469.065,0.471,0.361,625,1.115,NA,NA,NA,NA,SUMMER2012,1.336,0.196,2.419,0.042,1.336,0.196,2.419,0.042,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
05/07/2012,NA,CN2,B,SUMMER,2012,19/07/2012,41095-CN2-B,1048.775,202.1325,1274.35,331.6225,746.75,153.375,2021.1,484.9975,687.13,0.519,0.417,1125,0.932,NA,NA,NA,NA,SUMMER2012,1.336,0.196,2.419,0.042,1.336,0.196,2.419,0.042,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
23/07/2012,NA,CN2,A,SUMMER,2012,19/07/2012,41113-CN2-A,755.225,123.145,232.4,61.865,319.15,57.0825,551.55,118.9475,242.0925,1.369,1.035,450,1.678,NA,NA,NA,NA,SUMMER2012,1.336,0.196,2.419,0.042,1.336,0.196,2.419,0.042,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
23/07/2012,NA,CN2,B,SUMMER,2012,19/07/2012,41113-CN2-B,1185.5,219.395,770.3,186.4125,225.9,45.44,996.2,231.8525,451.2475,1.19,0.946,575,2.062,NA,NA,NA,NA,SUMMER2012,1.336,0.196,2.419,0.042,1.336,0.196,2.419,0.042,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
03/08/2012,NA,CN2,A,SUMMER,2012,19/07/2012,41124-CN2-A,949.75,136.9075,805.5,209.0725,411.75,73.8175,1217.25,282.89,419.7975,0.78,0.484,550,1.727,NA,NA,NA,NA,SUMMER2012,1.336,0.196,2.419,0.042,1.336,0.196,2.419,0.042,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
03/08/2012,NA,CN2,B,SUMMER,2012,19/07/2012,41124-CN2-B,1200.375,133.4925,1072.375,275.685,420.85,73.345,1493.225,349.03,482.5225,0.804,0.382,550,2.183,NA,NA,NA,NA,SUMMER2012,1.336,0.196,2.419,0.042,1.336,0.196,2.419,0.042,23.67695,19.3948,28.4154,64.37923131,39647-CN2,16.47852244
17/10/2012,NA,CN2,A,FALL,2012,01/11/2012,41199-CN2-A,983.74,138.355,1318.0625,321.6775,442.18,57.3075,1760.2425,378.985,517.34,0.559,0.365,725,1.357,NA,NA,NA,NA,FALL2012,0.873,0.487,8.2015,0.0595,0.873,0.487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
17/10/2012,NA,CN2,B,FALL,2012,01/11/2012,41199-CN2-B,590.8775,85.1625,993.0725,261.0325,341.415,54.775,1334.4875,315.8075,400.97,0.443,0.27,700,0.844,NA,NA,NA,NA,FALL2012,0.873,0.487,8.2015,0.0595,0.873,0.487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
30/10/2012,NA,CN2,A,FALL,2012,01/11/2012,41212-CN2-A,1023.9725,133.1225,848.0175,211.1425,331.815,56.58,1179.8325,267.7225,400.845,0.868,0.497,550,1.862,NA,NA,NA,NA,FALL2012,0.873,0.487,8.2015,0.0595,0.873,0.487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
30/10/2012,NA,CN2,B,FALL,2012,01/11/2012,41212-CN2-B,924.035,134.4575,914.3325,255.505,229.7725,35.955,1144.105,291.46,425.9175,0.808,0.461,525,1.76,NA,NA,NA,NA,FALL2012,0.873,0.487,8.2015,0.0595,0.873,0.487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
15/11/2012,NA,CN2,A,FALL,2012,01/11/2012,41228-CN2-A,355.535,54.25,249.76,57.22,205.5225,25.965,455.2825,83.185,137.435,0.781,0.652,275,1.293,NA,NA,NA,NA,FALL2012,0.873,0.487,8.2015,0.0595,0.873,0.487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
15/11/2012,NA,CN2,B,FALL,2012,01/11/2012,41228-CN2-B,256.8825,33.715,371.5675,84.2775,266.76,38.68,638.3275,122.9575,156.6725,0.402,0.274,300,0.856,NA,NA,NA,NA,FALL2012,0.873,0.487,8.2015,0.0595,0.873,0.487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN2,7.951573953
29/01/2013,NA,CN2,A,WINTER,2013,12/02/2013,41303-CN2-A,286.0325,50.975,946.0775,225.6,587.1075,105.225,1533.185,330.825,381.8,0.187,0.154,425,0.673,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,0.042,0.9315,0.2315,3.9675,0.042,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
29/01/2013,NA,CN2,B,WINTER,2013,12/02/2013,41303-CN2-B,252.85,46.625,435.575,133.05,299.425,51.475,735,184.525,231.15,0.344,0.253,400,0.632,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,0.042,0.9315,0.2315,3.9675,0.042,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
13/02/2013,NA,CN2,A,WINTER,2013,12/02/2013,41318-CN2-A,248.4525,40,658.645,149.55,120.4125,17.65,779.0575,167.2,207.2,0.319,0.239,350,0.71,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,0.042,0.9315,0.2315,3.9675,0.042,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
13/02/2013,NA,CN2,B,WINTER,2013,12/02/2013,41318-CN2-B,217.815,36.7,991.085,234.075,199.35,32.875,1190.435,266.95,303.65,0.183,0.137,400,0.545,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,0.042,0.9315,0.2315,3.9675,0.042,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
26/02/2013,NA,CN2,A,WINTER,2013,12/02/2013,41331-CN2-A,275,45.85,665.5,166.9,412.5,72.425,1078,239.325,285.175,0.255,0.192,550,0.5,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,0.042,0.9315,0.2315,3.9675,0.042,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
26/02/2013,NA,CN2,B,WINTER,2013,12/02/2013,41331-CN2-B,307.98,57.25,803.7025,188.3,267.8425,45.025,1071.545,233.325,290.575,0.287,0.245,600,0.513,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,0.042,0.9315,0.2315,3.9675,0.042,12.09282,9.1879,15.0386,24.11039941,39855-CN2,6.562011672
25/04/2013,NA,CN2,A,SPRING,2013,11/05/2013,41389-CN2-A,699.025,134.485,472.2,100.21,363.25,86.5325,835.45,186.7425,321.2275,0.837,0.72,225,3.107,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,0.045,0.485,0.322,11.3385,0.042,16.29951,13.7697,18.897,53.81364601,39943-CN2,13.2707375
25/04/2013,NA,CN2,B,SPRING,2013,11/05/2013,41389-CN2-B,197.75,127.605,1009.385,210.0875,369.5625,63.6075,1378.9475,273.695,401.3,0.143,0.466,575,0.344,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,0.045,0.485,0.322,11.3385,0.042,16.29951,13.7697,18.897,53.81364601,39943-CN2,13.2707375
09/05/2013,NA,CN2,A,SPRING,2013,11/05/2013,41403-CN2-A,118.735,17.0975,295.77,62.645,51.565,10.7775,347.335,73.4225,90.52,0.342,0.233,250,0.475,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,0.045,0.485,0.322,11.3385,0.042,16.29951,13.7697,18.897,53.81364601,39943-CN2,13.2707375
09/05/2013,NA,CN2,B,SPRING,2013,11/05/2013,41403-CN2-B,582.295,111.77,454.85,94.995,265.45,47.3225,720.3,142.3175,254.0875,0.808,0.785,600,0.97,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,0.045,0.485,0.322,11.3385,0.042,16.29951,13.7697,18.897,53.81364601,39943-CN2,13.2707375
