R.date,R.date.Nut,SITE,REPLICATE,SEASON,YEAR,S.date,BUSCAR,L.FW,L.DW,Ri.FW,Ri.DW,Ro.FW,Ro.DW,BG.FW,BG.DW,T.DW,AG.BG.FW,AG.BG.DW,dens.TOT,SDW,%N.L.DW,d15N.L.DW,%C.L.DW,d13C.L.DW,Bus.Nut,NH4.uM.mean,NO2.uM.mean,NO3.uM.mean,PO4.uM.mean,NH4.uM.q2,NO2.uM.q2,NO3.uM.q2,PO4.uM.q2,Tair.degC.q2,T.d.min.q2,T.d.max.q2,Ed.mol_m2d.q2,siteB,EzSITE.mol_m2d.q2
25/04/2013,NA,CN1,A,SPRING,2013,11/05/2013,41389-CN1-A,467,94.6075,740.7,167.0425,710.375,210.6775,1451.075,377.72,472.3275,0.322,0.25,950,0.492,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,0.045,0.485,0.322,11.3385,0.042,16.29951,13.7697,18.897,53.81364601,39943-CN1,17.69994307
25/04/2013,NA,CN1,B,SPRING,2013,11/05/2013,41389-CN1-B,633.15,96.07,1133.7125,259.76,451.9975,101.315,1585.71,361.075,457.145,0.399,0.266,1100,0.576,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,0.045,0.485,0.322,11.3385,0.042,16.29951,13.7697,18.897,53.81364601,39943-CN1,17.69994307
09/05/2013,NA,CN1,A,SPRING,2013,11/05/2013,41403-CN1-A,875.195,181.8775,922.755,200.525,200.7675,58.8075,1123.5225,259.3325,441.21,0.779,0.701,1250,0.7,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,0.045,0.485,0.322,11.3385,0.042,16.29951,13.7697,18.897,53.81364601,39943-CN1,17.69994307
09/05/2013,NA,CN1,B,SPRING,2013,11/05/2013,41403-CN1-B,843.4525,139.01,1059.7975,201.9725,583.745,135.9875,1643.5425,337.96,476.97,0.513,0.411,1675,0.504,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,0.045,0.485,0.322,11.3385,0.042,16.29951,13.7697,18.897,53.81364601,39943-CN1,17.69994307
27/05/2013,NA,CN1,A,SPRING,2013,11/05/2013,41421-CN1-A,1033.335,163.5675,291.155,51.9125,94.74,11.39,385.895,63.3025,226.87,2.678,2.584,1450,0.713,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,0.045,0.485,0.322,11.3385,0.042,16.29951,13.7697,18.897,53.81364601,39943-CN1,17.69994307
27/05/2013,NA,CN1,B,SPRING,2013,11/05/2013,41421-CN1-B,509.275,73.0075,363.9825,73.23,135.6925,18.94,499.675,92.17,165.1775,1.019,0.792,250,2.037,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,0.045,0.485,0.322,11.3385,0.042,16.29951,13.7697,18.897,53.81364601,39943-CN1,17.69994307
10/07/2013,NA,CN1,A,SUMMER,2013,01/08/2013,41465-CN1-A,1533.79,195.275,927.955,173.755,486.9825,68.97,1414.9375,242.725,438,1.084,0.805,525,2.922,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
10/07/2013,NA,CN1,B,SUMMER,2013,01/08/2013,41465-CN1-B,132.55,37.8225,317.4175,71.445,135.4525,30.685,452.87,102.13,139.9525,0.293,0.37,1175,0.113,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
24/07/2013,NA,CN1,A,SUMMER,2013,01/08/2013,41479-CN1-A,1382.8075,160.5325,1275.8025,288.3775,529.25,60.625,1805.0525,349.0025,509.535,0.766,0.46,1425,0.97,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
24/07/2013,NA,CN1,B,SUMMER,2013,01/08/2013,41479-CN1-B,1366.75,313.475,1084.5,296.1,706.5,180,1791,476.1,789.575,0.763,0.658,1350,1.012,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
22/08/2013,NA,CN1,A,SUMMER,2013,01/08/2013,41508-CN1-A,1540.785,444.3125,1475.0275,435.85,889.0425,299.3875,2364.07,735.2375,1179.55,0.652,0.604,1375,1.121,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
22/08/2013,NA,CN1,B,SUMMER,2013,01/08/2013,41508-CN1-B,1121.975,189.995,961.88,300.965,345.5275,67.26,1307.4075,368.225,558.22,0.858,0.516,1625,0.69,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
21/10/2013,NA,CN1,A,FALL,2013,12/11/2013,41568-CN1-A,711.645,133.5525,1717.2625,432.32,914.2,166.3825,2631.4625,598.7025,732.255,0.27,0.223,2375,0.3,NA,NA,NA,NA,FALL2013,1.6905,0.196,0.2985,0.042,1.6905,0.196,0.2985,0.042,20.21245,17.762,23.3863,31.17353403,40128-CN1,9.145597056
21/10/2013,NA,CN1,B,FALL,2013,12/11/2013,41568-CN1-B,487.075,96.8325,1491.2975,399.7825,685.555,130.0075,2176.8525,529.79,626.6225,0.224,0.183,1400,0.348,NA,NA,NA,NA,FALL2013,1.6905,0.196,0.2985,0.042,1.6905,0.196,0.2985,0.042,20.21245,17.762,23.3863,31.17353403,40128-CN1,9.145597056
05/11/2013,NA,CN1,A,FALL,2013,12/11/2013,41583-CN1-A,303.2875,63.65,1059.625,268.865,544.81,119.39,1604.435,388.255,451.905,0.189,0.164,1525,0.199,NA,NA,NA,NA,FALL2013,1.6905,0.196,0.2985,0.042,1.6905,0.196,0.2985,0.042,20.21245,17.762,23.3863,31.17353403,40128-CN1,9.145597056
05/11/2013,NA,CN1,B,FALL,2013,12/11/2013,41583-CN1-B,341.3025,60.185,1216.855,293.8775,659.6575,116.39,1876.5125,410.2675,470.4525,0.182,0.147,1575,0.217,NA,NA,NA,NA,FALL2013,1.6905,0.196,0.2985,0.042,1.6905,0.196,0.2985,0.042,20.21245,17.762,23.3863,31.17353403,40128-CN1,9.145597056
03/12/2013,NA,CN1,A,FALL,2013,12/11/2013,41611-CN1-A,268.3775,39.4975,1023.69,262.7825,456.3125,94.995,1480.0025,357.7775,397.275,0.181,0.11,1675,0.16,NA,NA,NA,NA,FALL2013,1.6905,0.196,0.2985,0.042,1.6905,0.196,0.2985,0.042,20.21245,17.762,23.3863,31.17353403,40128-CN1,9.145597056
03/12/2013,NA,CN1,B,FALL,2013,12/11/2013,41611-CN1-B,176.8725,55.4375,1171.0775,283.5875,603.065,99.6875,1774.1425,383.275,438.7125,0.1,0.145,1650,0.107,NA,NA,NA,NA,FALL2013,1.6905,0.196,0.2985,0.042,1.6905,0.196,0.2985,0.042,20.21245,17.762,23.3863,31.17353403,40128-CN1,9.145597056
30/01/2014,NA,CN1,A,WINTER,2014,15/02/2014,41669-CN1-A,105.565,17.84,191.4875,42.55,73.75,10.3175,265.2375,52.8675,70.7075,0.398,0.337,600,0.176,NA,NA,NA,NA,WINTER2014,0.277,0.359,12.742,0.1185,0.277,0.359,12.742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
30/01/2014,NA,CN1,B,WINTER,2014,15/02/2014,41669-CN1-B,52.6725,19.11462948,202.2075,49.455,24.6825,3.68,226.89,53.135,72.24962948,0.232,0.36,500,0.105,NA,NA,NA,NA,WINTER2014,0.277,0.359,12.742,0.1185,0.277,0.359,12.742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
17/02/2014,NA,CN1,A,WINTER,2014,15/02/2014,41687-CN1-A,324.1125,59.365,1197.5475,291.8325,485.305,95.1025,1682.8525,386.935,446.3,0.193,0.153,1050,0.309,NA,NA,NA,NA,WINTER2014,0.277,0.359,12.742,0.1185,0.277,0.359,12.742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
17/02/2014,NA,CN1,B,WINTER,2014,15/02/2014,41687-CN1-B,298.0275,42.6,1535.0425,342.105,792.8725,131.0775,2327.915,473.1825,515.7825,0.128,0.09,1175,0.254,NA,NA,NA,NA,WINTER2014,0.277,0.359,12.742,0.1185,0.277,0.359,12.742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
03/03/2014,NA,CN1,A,WINTER,2014,15/02/2014,41701-CN1-A,402.8925,80.975,311.59,60.3025,123.715,20.6425,435.305,80.945,161.92,0.926,1,350,1.151,NA,NA,NA,NA,WINTER2014,0.277,0.359,12.742,0.1185,0.277,0.359,12.742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
03/03/2014,NA,CN1,B,WINTER,2014,15/02/2014,41701-CN1-B,186.075,33.935,283.225,59.9375,104.425,16.485,387.65,76.4225,110.3575,0.48,0.444,350,0.532,NA,NA,NA,NA,WINTER2014,0.277,0.359,12.742,0.1185,0.277,0.359,12.742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
28/04/2014,NA,CN1,A,SPRING,2014,13/05/2014,41757-CN1-A,603.9925,94.255,1296.135,286.2375,444.185,76.845,1740.32,363.0825,457.3375,0.347,0.26,1200,0.503,NA,NA,NA,NA,SPRING2014,0.277,0.251,0.145,0.042,0.277,0.251,0.145,0.042,18.21246,14.635,21.7832,56.25472063,40310-CN1,18.26291715
28/04/2014,NA,CN1,B,SPRING,2014,13/05/2014,41757-CN1-B,487.85,102.0775,588.175,144.8275,348.63,69.18,936.805,214.0075,316.085,0.521,0.477,1350,0.361,NA,NA,NA,NA,SPRING2014,0.277,0.251,0.145,0.042,0.277,0.251,0.145,0.042,18.21246,14.635,21.7832,56.25472063,40310-CN1,18.26291715
11/05/2014,NA,CN1,A,SPRING,2014,13/05/2014,41770-CN1-A,1047.0625,245.8825,1319.5375,289.1625,430.78,93.9125,1750.3175,383.075,628.9575,0.598,0.642,2050,0.511,NA,NA,NA,NA,SPRING2014,0.277,0.251,0.145,0.042,0.277,0.251,0.145,0.042,18.21246,14.635,21.7832,56.25472063,40310-CN1,18.26291715
11/05/2014,NA,CN1,B,SPRING,2014,13/05/2014,41770-CN1-B,862.83075,258.7,1411.965,351.0825,553.76,184.435,1965.725,535.5175,794.2175,0.439,0.483,1775,0.486,NA,NA,NA,NA,SPRING2014,0.277,0.251,0.145,0.042,0.277,0.251,0.145,0.042,18.21246,14.635,21.7832,56.25472063,40310-CN1,18.26291715
28/05/2014,NA,CN1,A,SPRING,2014,13/05/2014,41787-CN1-A,1644.8675,275.07,1067.9425,227.005,628.66,98.7675,1696.6025,325.7725,600.8425,0.97,0.844,1625,1.012,NA,NA,NA,NA,SPRING2014,0.277,0.251,0.145,0.042,0.277,0.251,0.145,0.042,18.21246,14.635,21.7832,56.25472063,40310-CN1,18.26291715
28/05/2014,NA,CN1,B,SPRING,2014,13/05/2014,41787-CN1-B,1384.7325,228.0375,1021.53,208.9975,454.0525,66.9075,1475.5825,275.905,503.9425,0.938,0.827,1600,0.865,NA,NA,NA,NA,SPRING2014,0.277,0.251,0.145,0.042,0.277,0.251,0.145,0.042,18.21246,14.635,21.7832,56.25472063,40310-CN1,18.26291715
28/07/2014,NA,CN1,A,SUMMER,2014,19/08/2014,41848-CN1-A,638.505,84.5875,1075.3575,199.505,777.975,121.94,1853.3325,321.445,406.0325,0.345,0.263,1975,0.323,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,0.145,0.042,1.3855,0.3935,0.145,0.042,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
28/07/2014,NA,CN1,B,SUMMER,2014,19/08/2014,41848-CN1-B,467.855,61.7875,550.7085,111.4535,753.3625,92.5725,1304.071,204.026,265.8135,0.359,0.303,1050,0.446,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,0.145,0.042,1.3855,0.3935,0.145,0.042,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
28/08/2014,NA,CN1,A,SUMMER,2014,19/08/2014,41879-CN1-A,842.5125,133.3475,670.5875,162.1975,161.115,39.0525,831.7025,201.25,334.5975,1.013,0.663,1825,0.462,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,0.145,0.042,1.3855,0.3935,0.145,0.042,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
28/08/2014,NA,CN1,B,SUMMER,2014,19/08/2014,41879-CN1-B,504.4175,79.0475,532.8,119.4875,182.4725,27.275,715.2725,146.7625,225.81,0.705,0.539,1125,0.448,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,0.145,0.042,1.3855,0.3935,0.145,0.042,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
09/09/2014,NA,CN1,A,SUMMER,2014,19/08/2014,41891-CN1-A,969.0025,214.865,1349.9625,342.185,860.69,226.765,2210.6525,568.95,783.815,0.438,0.378,1100,0.881,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,0.145,0.042,1.3855,0.3935,0.145,0.042,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
09/09/2014,NA,CN1,B,SUMMER,2014,19/08/2014,41891-CN1-B,897.52,185.015,1968.13,481.1625,1206.4075,244.5475,3174.5375,725.71,910.725,0.283,0.255,1125,0.798,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,0.145,0.042,1.3855,0.3935,0.145,0.042,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
08/10/2014,NA,CN1,A,FALL,2014,23/10/2014,41920-CN1-A,395.965,84.92,1208.82,300,779.3125,220.175,1988.1325,520.175,605.095,0.199,0.163,1175,0.337,NA,NA,NA,NA,FALL2014,4.573,0.5685,3.919,0.042,4.573,0.5685,3.919,0.042,22.05043,19.4611,25.2027,37.03972243,40473-CN1,11.37499582
08/10/2014,NA,CN1,B,FALL,2014,23/10/2014,41920-CN1-B,554.25,81.79,1273.325,281.005,824.975,126.05,2098.3,407.055,488.845,0.264,0.201,900,0.616,NA,NA,NA,NA,FALL2014,4.573,0.5685,3.919,0.042,4.573,0.5685,3.919,0.042,22.05043,19.4611,25.2027,37.03972243,40473-CN1,11.37499582
23/10/2014,NA,CN1,A,FALL,2014,23/10/2014,41935-CN1-A,171.825,24.11,453.975,111.995,78.55,11.9725,532.525,123.9675,148.0775,0.323,0.194,2100,0.082,NA,NA,NA,NA,FALL2014,4.573,0.5685,3.919,0.042,4.573,0.5685,3.919,0.042,22.05043,19.4611,25.2027,37.03972243,40473-CN1,11.37499582
23/10/2014,NA,CN1,B,FALL,2014,23/10/2014,41935-CN1-B,391.675,68.24,511.6,117.99,202.55,36.955,714.15,154.945,223.185,0.548,0.44,925,0.423,NA,NA,NA,NA,FALL2014,4.573,0.5685,3.919,0.042,4.573,0.5685,3.919,0.042,22.05043,19.4611,25.2027,37.03972243,40473-CN1,11.37499582
21/01/2015,NA,CN1,A,WINTER,2015,05/02/2015,42025-CN1-A,635.1275,137.7425,858.795,175.375,292.22,40.39,1151.015,215.765,353.5075,0.552,0.638,425,1.494,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,0.115,0.9925,0.3075,3.1855,0.115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
21/01/2015,NA,CN1,B,WINTER,2015,05/02/2015,42025-CN1-B,205.4,29.925,1515.225,314.6,321.375,51.75,1836.6,366.35,396.275,0.112,0.082,550,0.373,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,0.115,0.9925,0.3075,3.1855,0.115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
03/02/2015,NA,CN1,A,WINTER,2015,05/02/2015,42038-CN1-A,136.845,15.47,1060.755,60.555,195.165,31.465,1255.92,92.02,107.49,0.109,0.168,550,0.249,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,0.115,0.9925,0.3075,3.1855,0.115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
03/02/2015,NA,CN1,B,WINTER,2015,05/02/2015,42038-CN1-B,307.45,52.3,1391.45,318.1,302.275,40.55,1693.725,358.65,410.95,0.182,0.146,875,0.351,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,0.115,0.9925,0.3075,3.1855,0.115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
19/02/2015,NA,CN1,A,WINTER,2015,05/02/2015,42054-CN1-A,106.4625,14.4825,548.505,118.4875,260.9475,45.785,809.4525,164.2725,178.755,0.132,0.088,475,0.224,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,0.115,0.9925,0.3075,3.1855,0.115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
19/02/2015,NA,CN1,B,WINTER,2015,05/02/2015,42054-CN1-B,97.43,15.27,520.77,115.905,203.5075,5.4825,724.2775,121.3875,136.6575,0.135,0.126,275,0.354,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,0.115,0.9925,0.3075,3.1855,0.115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
01/08/2015,NA,CN1,A,SUMMER,2015,17/08/2015,42217-CN1-A,683.025,87.275,345.225,72.2,164.7,20.925,509.925,93.125,180.4,1.339,0.937,925,0.738,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
01/08/2015,NA,CN1,B,SUMMER,2015,17/08/2015,42217-CN1-B,548.35,67.65,199.025,41.25,142.4,18,341.425,59.25,126.9,1.606,1.142,1125,0.487,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
17/08/2015,NA,CN1,A,SUMMER,2015,17/08/2015,42233-CN1-A,995,111.5,350,75.75,141,14.75,491,90.5,202,2.026,1.232,850,1.171,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
17/08/2015,NA,CN1,B,SUMMER,2015,17/08/2015,42233-CN1-B,1430.75,97.5,274.25,50,174.75,43.52796429,449,93.52796429,191.0279643,3.187,1.042,425,3.366,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
02/09/2015,NA,CN1,A,SUMMER,2015,17/08/2015,42249-CN1-A,1212.75,49.75,252.5,85.25,153,8.5,405.5,93.75,143.5,2.991,0.531,750,1.617,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
02/09/2015,NA,CN1,B,SUMMER,2015,17/08/2015,42249-CN1-B,891.25,190.5,176.25,35,144.5,38.34606378,320.75,73.34606378,263.8460638,2.779,2.597,475,1.876,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
27/10/2015,NA,CN1,A,FALL,2015,11/11/2015,42304-CN1-A,1310.5,240.8369428,326.5,170.25,175,40.52611764,501.5,210.7761176,451.6130604,2.613,1.143,NA,NA,NA,NA,NA,NA,FALL2015,5.5155,0.635,2.0645,0.042,5.5155,0.635,2.0645,0.042,NA,NA,NA,NA,40857-CN1,NA
27/10/2015,NA,CN1,B,FALL,2015,11/11/2015,42304-CN1-B,935,203,132.25,35,198.25,44.13021902,330.5,79.13021902,282.130219,2.829,2.565,600,1.558,NA,NA,NA,NA,FALL2015,5.5155,0.635,2.0645,0.042,5.5155,0.635,2.0645,0.042,NA,NA,NA,NA,40857-CN1,NA
11/11/2015,NA,CN1,A,FALL,2015,11/11/2015,42319-CN1-A,1115.25,34.75,425.25,110.5,230.25,5.25,655.5,115.75,150.5,1.701,0.3,450,2.478,NA,NA,NA,NA,FALL2015,5.5155,0.635,2.0645,0.042,5.5155,0.635,2.0645,0.042,NA,NA,NA,NA,40857-CN1,NA
11/11/2015,NA,CN1,B,FALL,2015,11/11/2015,42319-CN1-B,1554,279.3661405,381.25,100.5,154,19,535.25,119.5,398.8661405,2.903,2.338,500,3.108,NA,NA,NA,NA,FALL2015,5.5155,0.635,2.0645,0.042,5.5155,0.635,2.0645,0.042,NA,NA,NA,NA,40857-CN1,NA
25/11/2015,NA,CN1,A,FALL,2015,11/11/2015,42333-CN1-A,911.75,58.75,375.25,80.5,259.75,54.06152057,635,134.5615206,193.3115206,1.436,0.437,500,1.824,NA,NA,NA,NA,FALL2015,5.5155,0.635,2.0645,0.042,5.5155,0.635,2.0645,0.042,NA,NA,NA,NA,40857-CN1,NA
25/11/2015,NA,CN1,B,FALL,2015,11/11/2015,42333-CN1-B,735.5,150.3070743,431,129.75,318.25,63.43218414,749.25,193.1821841,343.4892585,0.982,0.778,550,1.337,NA,NA,NA,NA,FALL2015,5.5155,0.635,2.0645,0.042,5.5155,0.635,2.0645,0.042,NA,NA,NA,NA,40857-CN1,NA
10/02/2016,NA,CN1,A,WINTER,2016,24/02/2016,42410-CN1-A,472.25,27.25,1437.5,955,992.25,544.75,2429.75,1499.75,1527,0.194,0.018,375,1.259,NA,NA,NA,NA,WINTER2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40962-CN1,NA
10/02/2016,NA,CN1,B,WINTER,2016,24/02/2016,42410-CN1-B,196.5,89.01604278,662.75,240.25,574.75,164.75,1237.5,405,494.0160428,0.159,0.22,475,0.414,NA,NA,NA,NA,WINTER2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40962-CN1,NA
25/02/2016,NA,CN1,A,WINTER,2016,24/02/2016,42425-CN1-A,443.5,91,1389.25,444.25,774.5,389.5,2163.75,833.75,924.75,0.205,0.109,625,0.71,NA,NA,NA,NA,WINTER2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40962-CN1,NA
25/02/2016,NA,CN1,B,WINTER,2016,24/02/2016,42425-CN1-B,745.25,267.75,1468,915.5,497.5,155,1965.5,1070.5,1338.25,0.379,0.25,500,1.491,NA,NA,NA,NA,WINTER2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40962-CN1,NA
09/03/2016,NA,CN1,A,WINTER,2016,24/02/2016,42438-CN1-A,656,226,1719.25,936.75,939.25,491.75,2658.5,1428.5,1654.5,0.247,0.158,500,1.312,NA,NA,NA,NA,WINTER2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40962-CN1,NA
09/03/2016,NA,CN1,B,WINTER,2016,24/02/2016,42438-CN1-B,513.5,151,1596.5,956.5,1184.25,674.25,2780.75,1630.75,1781.75,0.185,0.093,600,0.856,NA,NA,NA,NA,WINTER2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40962-CN1,NA
06/05/2016,NA,CN1,A,SPRING,2016,20/05/2016,42496-CN1-A,2058,1376,1981.75,1322.5,1202.75,777.25,3184.5,2099.75,3475.75,0.646,0.655,NA,NA,NA,NA,NA,NA,SPRING2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41048-CN1,NA
06/05/2016,NA,CN1,B,SPRING,2016,20/05/2016,42496-CN1-B,2358,2034.5,2290.75,1739.25,2633.5,789.75,4924.25,2529,4563.5,0.479,0.804,NA,NA,NA,NA,NA,NA,SPRING2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41048-CN1,NA
20/05/2016,NA,CN1,A,SPRING,2016,20/05/2016,42510-CN1-A,2038.5,1182.25,1974,1392.25,705.75,306,2679.75,1698.25,2880.5,0.761,0.696,NA,NA,NA,NA,NA,NA,SPRING2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41048-CN1,NA
20/05/2016,NA,CN1,B,SPRING,2016,20/05/2016,42510-CN1-B,1950.75,1301,1836,1220.5,538.25,327.25,2374.25,1547.75,2848.75,0.822,0.841,NA,NA,NA,NA,NA,NA,SPRING2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41048-CN1,NA
02/06/2016,NA,CN1,A,SPRING,2016,20/05/2016,42523-CN1-A,2080,1208,2124.25,1485.5,1071.25,482.5,3195.5,1968,3176,0.651,0.614,NA,NA,NA,NA,NA,NA,SPRING2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41048-CN1,NA
02/06/2016,NA,CN1,B,SPRING,2016,20/05/2016,42523-CN1-B,1888.75,665.25,1956.5,864,1129,368.25,3085.5,1232.25,1897.5,0.612,0.54,NA,NA,NA,NA,NA,NA,SPRING2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41048-CN1,NA
26/04/2005,NA,CN2,A,SPRING,2005,11/05/2005,38468-CN2-A,570,197.5,767.5,497.5,307.5,237.5,1075,735,932.5,0.53,0.269,500,1.14,2.2,4,28.8,-8,SPRING2005,NA,NA,NA,NA,NA,NA,NA,NA,16.57808646,13.6172,20.3321,56.14663164,37021-CN2,14.61122097
26/04/2005,NA,CN2,B,SPRING,2005,11/05/2005,38468-CN2-B,862.5,162.6176132,985,385,665,240,1650,625,787.6176132,0.523,0.26,575,1.5,2,3.8,26.6,-8.3,SPRING2005,NA,NA,NA,NA,NA,NA,NA,NA,16.57808646,13.6172,20.3321,56.14663164,37021-CN2,14.61122097
13/07/2005,NA,CN2,A,SUMMER,2005,03/08/2005,38546-CN2-A,882.5,125,562.5,116,307.75,48,870.25,164,289,1.014,0.762,525,1.681,NA,NA,NA,NA,SUMMER2005,3.215,0.217,3.355,0.211,3.215,0.217,3.355,0.211,24.85804271,21.2979,28.7598,61.36639343,37105-CN2,15.46234142
13/07/2005,NA,CN2,B,SUMMER,2005,03/08/2005,38546-CN2-B,1192.75,177,1716.25,380.25,537.25,79.25,2253.5,459.5,636.5,0.529,0.385,825,1.446,NA,NA,NA,NA,SUMMER2005,3.215,0.217,3.355,0.211,3.215,0.217,3.355,0.211,24.85804271,21.2979,28.7598,61.36639343,37105-CN2,15.46234142
14/07/2005,NA,CN2,A,SUMMER,2005,03/08/2005,38547-CN2-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,SUMMER2005,3.215,0.217,3.355,0.211,3.215,0.217,3.355,0.211,24.85804271,21.2979,28.7598,61.36639343,37105-CN2,15.46234142
14/07/2005,NA,CN2,B,SUMMER,2005,03/08/2005,38547-CN2-B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,SUMMER2005,3.215,0.217,3.355,0.211,3.215,0.217,3.355,0.211,24.85804271,21.2979,28.7598,61.36639343,37105-CN2,15.46234142
24/07/2005,24/07/05,CN2,A,SUMMER,2005,03/08/2005,38557-CN2-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,SUMMER2005,3.215,0.217,3.355,0.211,3.215,0.217,3.355,0.211,24.85804271,21.2979,28.7598,61.36639343,37105-CN2,15.46234142
24/07/2005,24/07/05,CN2,B,SUMMER,2005,03/08/2005,38557-CN2-B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,NA,NA,NA,NA,NA,SUMMER2005,3.215,0.217,3.355,0.211,3.215,0.217,3.355,0.211,24.85804271,21.2979,28.7598,61.36639343,37105-CN2,15.46234142
