SITE,ELEVATION.m,YEAR,SEASON,t.d,F.date,S.date,t.units,replicate,R.replicate,LGR,LLRw,TurnR,PI,SDW,source,NH4.uM.mean,NO2.uM.mean,NO3.uM.mean,PO4.uM.mean,NH4.uM.q2,NO2.uM.q2,NO3.uM.q2,PO4.uM.q2,Ed.mean,Ez.SITE.mean,T.air.mean,T.min,T.max,Ed.q2,Ez.SITE.q2,T.air.q2
CN2,-0.08,2006,SPRING,29,25/05/06,10/05/06,4,23,2,5.1,1.3,0.025,9.7,0.2078,real,NA,NA,NA,NA,NA,NA,NA,NA,55.2389017,14.30770686,19.4088115,12.9791,26.7192,56.38288509,14.37583447,18.94941771
CN2,-0.08,2006,SPRING,29,25/05/06,10/05/06,4,24,3,5.9,4.7,0.023,14.5,0.2617,real,NA,NA,NA,NA,NA,NA,NA,NA,55.2389017,14.30770686,19.4088115,12.9791,26.7192,56.38288509,14.37583447,18.94941771
CN2,-0.08,2006,SPRING,29,25/05/06,10/05/06,4,26,4,9.4,6.7,0.027,9.7,0.3428,real,NA,NA,NA,NA,NA,NA,NA,NA,55.2389017,14.30770686,19.4088115,12.9791,26.7192,56.38288509,14.37583447,18.94941771
CN2,-0.08,2006,SPRING,29,25/05/06,10/05/06,4,27,5,5.1,5.9,0.024,14.5,0.2132,real,NA,NA,NA,NA,NA,NA,NA,NA,55.2389017,14.30770686,19.4088115,12.9791,26.7192,56.38288509,14.37583447,18.94941771
CN2,-0.08,2006,SPRING,29,25/05/06,10/05/06,4,30,6,6,2.8,0.024,14.5,0.2544,real,NA,NA,NA,NA,NA,NA,NA,NA,55.2389017,14.30770686,19.4088115,12.9791,26.7192,56.38288509,14.37583447,18.94941771
CN2,-0.08,2006,SUMMER,30,27/07/06,12/07/06,5,21,1,9.8,6.7,0.02,15,0.4966,real,6.513,0.2175,4.1775,0.395,6.513,0.2175,4.1775,0.395,58.64867487,15.28784746,24.73456934,18.4347,35.424,61.03754805,15.33000754,25.75518334
CN2,-0.08,2006,SUMMER,30,27/07/06,12/07/06,5,22,2,6.2,8,0.015,15,0.4178,real,6.513,0.2175,4.1775,0.395,6.513,0.2175,4.1775,0.395,58.64867487,15.28784746,24.73456934,18.4347,35.424,61.03754805,15.33000754,25.75518334
CN2,-0.08,2006,SUMMER,30,27/07/06,12/07/06,5,24,3,7.4,7.7,0.022,30,0.3332,real,6.513,0.2175,4.1775,0.395,6.513,0.2175,4.1775,0.395,58.64867487,15.28784746,24.73456934,18.4347,35.424,61.03754805,15.33000754,25.75518334
CN2,-0.08,2006,SUMMER,30,27/07/06,12/07/06,5,25,4,3.1,0.8,0.021,15,0.1455,real,6.513,0.2175,4.1775,0.395,6.513,0.2175,4.1775,0.395,58.64867487,15.28784746,24.73456934,18.4347,35.424,61.03754805,15.33000754,25.75518334
CN2,-0.08,2006,SUMMER,30,27/07/06,12/07/06,5,26,5,9.7,4.6,0.02,15,0.4938,real,6.513,0.2175,4.1775,0.395,6.513,0.2175,4.1775,0.395,58.64867487,15.28784746,24.73456934,18.4347,35.424,61.03754805,15.33000754,25.75518334
CN2,-0.08,2006,SUMMER,30,27/07/06,12/07/06,5,27,6,12.4,9.7,0.014,10,0.8602,real,6.513,0.2175,4.1775,0.395,6.513,0.2175,4.1775,0.395,58.64867487,15.28784746,24.73456934,18.4347,35.424,61.03754805,15.33000754,25.75518334
CN2,-0.08,2006,SUMMER,30,27/07/06,12/07/06,5,29,7,5.7,1.4,0.021,15,0.2674,real,6.513,0.2175,4.1775,0.395,6.513,0.2175,4.1775,0.395,58.64867487,15.28784746,24.73456934,18.4347,35.424,61.03754805,15.33000754,25.75518334
CN2,-0.08,2006,SUMMER,30,27/07/06,12/07/06,5,30,8,8.4,5.7,0.021,15,0.4023,real,6.513,0.2175,4.1775,0.395,6.513,0.2175,4.1775,0.395,58.64867487,15.28784746,24.73456934,18.4347,35.424,61.03754805,15.33000754,25.75518334
CN2,-0.08,2006,FALL,28,06/11/06,23/10/06,6,18,1,2.1,4.6,0.009,28,0.2437,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.5604937,5.725372251,20.47664928,16.5537,25.4402,22.59315354,4.502889945,20.59176458
CN2,-0.08,2006,FALL,28,06/11/06,23/10/06,6,19,2,6.8,13.7,0.011,28,0.62,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.5604937,5.725372251,20.47664928,16.5537,25.4402,22.59315354,4.502889945,20.59176458
CN2,-0.08,2006,FALL,28,06/11/06,23/10/06,6,20,3,4.4,12.9,0.011,28,0.3985,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.5604937,5.725372251,20.47664928,16.5537,25.4402,22.59315354,4.502889945,20.59176458
CN2,-0.08,2006,FALL,27,06/11/06,23/10/06,6,21,4,2.4,5.4,0.012,27,0.2067,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.5604937,5.725372251,20.47664928,16.5537,25.4402,22.59315354,4.502889945,20.59176458
CN2,-0.08,2006,FALL,28,06/11/06,23/10/06,6,23,5,2.7,8,0.01,28,0.2692,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.5604937,5.725372251,20.47664928,16.5537,25.4402,22.59315354,4.502889945,20.59176458
CN2,-0.08,2006,FALL,27,06/11/06,23/10/06,6,24,6,3.4,7.8,0.015,27,0.2287,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.5604937,5.725372251,20.47664928,16.5537,25.4402,22.59315354,4.502889945,20.59176458
CN2,-0.08,2006,FALL,27,06/11/06,23/10/06,6,25,7,4,6,0.013,NA,0.3001,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.5604937,5.725372251,20.47664928,16.5537,25.4402,22.59315354,4.502889945,20.59176458
CN2,-0.08,2007,WINTER,32,20/02/07,04/02/07,7,23,1,3.2,NA,0.01,32,0.3231,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.08594671,6.050699359,12.47914424,3.1715,18.6945,23.0562049,6.197836421,12.50845625
CN2,-0.08,2007,WINTER,32,20/02/07,04/02/07,7,25,2,2.5,0,0.01,32,0.2596,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.08594671,6.050699359,12.47914424,3.1715,18.6945,23.0562049,6.197836421,12.50845625
CN2,-0.08,2007,WINTER,32,20/02/07,04/02/07,7,26,3,3.8,1.5,0.011,16,0.3445,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.08594671,6.050699359,12.47914424,3.1715,18.6945,23.0562049,6.197836421,12.50845625
CN2,-0.08,2007,WINTER,32,20/02/07,04/02/07,7,27,4,0.2,2.4,0.002,NA,0.0924,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.08594671,6.050699359,12.47914424,3.1715,18.6945,23.0562049,6.197836421,12.50845625
CN2,-0.08,2007,WINTER,32,20/02/07,04/02/07,7,28,5,1,2,0.005,32,0.2002,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.08594671,6.050699359,12.47914424,3.1715,18.6945,23.0562049,6.197836421,12.50845625
CN2,-0.08,2007,WINTER,32,20/02/07,04/02/07,7,29,6,4.5,2.3,0.012,16,0.37,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.08594671,6.050699359,12.47914424,3.1715,18.6945,23.0562049,6.197836421,12.50845625
CN2,-0.08,2007,WINTER,32,20/02/07,04/02/07,7,30,7,2.4,4,0.016,32,0.1543,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.08594671,6.050699359,12.47914424,3.1715,18.6945,23.0562049,6.197836421,12.50845625
CN2,-0.08,2007,SPRING,28,17/05/07,02/05/07,8,21,1,6,5.1,0.016,14,0.3667,real,0.78975,0.32625,0.51625,0.2265,0.4155,0.3045,0.46,0.2425,51.42172728,13.20911395,17.45480941,11.3341,28.0788,57.7624223,14.40205948,17.28254636
CN2,-0.08,2007,SPRING,28,17/05/07,02/05/07,8,22,2,6.6,5.7,0.019,14,0.3415,real,0.78975,0.32625,0.51625,0.2265,0.4155,0.3045,0.46,0.2425,51.42172728,13.20911395,17.45480941,11.3341,28.0788,57.7624223,14.40205948,17.28254636
CN2,-0.08,2007,SPRING,28,17/05/07,02/05/07,8,23,3,7.6,1.1,0.016,14,0.4677,real,0.78975,0.32625,0.51625,0.2265,0.4155,0.3045,0.46,0.2425,51.42172728,13.20911395,17.45480941,11.3341,28.0788,57.7624223,14.40205948,17.28254636
CN2,-0.08,2007,SPRING,28,17/05/07,02/05/07,8,24,4,6.7,3.3,0.016,14,0.4122,real,0.78975,0.32625,0.51625,0.2265,0.4155,0.3045,0.46,0.2425,51.42172728,13.20911395,17.45480941,11.3341,28.0788,57.7624223,14.40205948,17.28254636
CN2,-0.08,2007,SPRING,28,17/05/07,02/05/07,8,25,5,9.2,2,0.017,9.3,0.5469,real,0.78975,0.32625,0.51625,0.2265,0.4155,0.3045,0.46,0.2425,51.42172728,13.20911395,17.45480941,11.3341,28.0788,57.7624223,14.40205948,17.28254636
CN2,-0.08,2007,SPRING,28,17/05/07,02/05/07,8,26,6,5,1.7,0.015,14,0.3285,real,0.78975,0.32625,0.51625,0.2265,0.4155,0.3045,0.46,0.2425,51.42172728,13.20911395,17.45480941,11.3341,28.0788,57.7624223,14.40205948,17.28254636
CN2,-0.08,2007,SPRING,28,17/05/07,02/05/07,8,27,7,8.4,4.9,0.018,14,0.4615,real,0.78975,0.32625,0.51625,0.2265,0.4155,0.3045,0.46,0.2425,51.42172728,13.20911395,17.45480941,11.3341,28.0788,57.7624223,14.40205948,17.28254636
CN2,-0.08,2007,SPRING,28,17/05/07,02/05/07,8,28,8,9.4,1.8,0.014,14,0.6525,real,0.78975,0.32625,0.51625,0.2265,0.4155,0.3045,0.46,0.2425,51.42172728,13.20911395,17.45480941,11.3341,28.0788,57.7624223,14.40205948,17.28254636
CN2,-0.08,2007,SPRING,28,17/05/07,02/05/07,8,29,9,5.3,1.5,0.017,28,0.3181,real,0.78975,0.32625,0.51625,0.2265,0.4155,0.3045,0.46,0.2425,51.42172728,13.20911395,17.45480941,11.3341,28.0788,57.7624223,14.40205948,17.28254636
CN2,-0.08,2007,SPRING,28,17/05/07,02/05/07,8,30,10,3.4,2.7,0.011,14,0.3112,real,0.78975,0.32625,0.51625,0.2265,0.4155,0.3045,0.46,0.2425,51.42172728,13.20911395,17.45480941,11.3341,28.0788,57.7624223,14.40205948,17.28254636
CN2,-0.08,2007,SUMMER,31,16/07/07,30/06/07,9,24,1,7.5,6,0.023,10.3,0.3257,real,1.7185,0.196,0.605,0.2475,1.7185,0.196,0.605,0.2475,61.85939846,16.15498579,23.35000014,16.4458,31.4585,63.23144981,15.9249345,23.72657553
CN2,-0.08,2007,SUMMER,31,16/07/07,30/06/07,9,25,2,9.8,8.5,0.019,15.5,0.5188,real,1.7185,0.196,0.605,0.2475,1.7185,0.196,0.605,0.2475,61.85939846,16.15498579,23.35000014,16.4458,31.4585,63.23144981,15.9249345,23.72657553
CN2,-0.08,2007,SUMMER,31,16/07/07,30/06/07,9,26,3,11,7.2,0.021,10.3,0.5171,real,1.7185,0.196,0.605,0.2475,1.7185,0.196,0.605,0.2475,61.85939846,16.15498579,23.35000014,16.4458,31.4585,63.23144981,15.9249345,23.72657553
CN2,-0.08,2007,SUMMER,31,16/07/07,30/06/07,9,27,4,12.4,10.1,0.027,15.5,0.4525,real,1.7185,0.196,0.605,0.2475,1.7185,0.196,0.605,0.2475,61.85939846,16.15498579,23.35000014,16.4458,31.4585,63.23144981,15.9249345,23.72657553
CN2,-0.08,2007,SUMMER,31,16/07/07,30/06/07,9,28,5,9,5.6,0.026,10.3,0.3506,real,1.7185,0.196,0.605,0.2475,1.7185,0.196,0.605,0.2475,61.85939846,16.15498579,23.35000014,16.4458,31.4585,63.23144981,15.9249345,23.72657553
CN2,-0.08,2007,SUMMER,31,16/07/07,30/06/07,9,30,6,13.8,9.6,0.022,10.3,0.6165,real,1.7185,0.196,0.605,0.2475,1.7185,0.196,0.605,0.2475,61.85939846,16.15498579,23.35000014,16.4458,31.4585,63.23144981,15.9249345,23.72657553
CN2,-0.08,2007,FALL,30,31/10/07,14/10/07,10,22,1,7.1,7.4,0.019,30,0.379,real,1.081,0.9345,3,0.0735,1.081,0.9345,3,0.0735,32.6081017,8.058758434,20.06907409,13.3992,27.2317,33.05612477,7.996024398,20.27999479
CN2,-0.08,2007,FALL,30,31/10/07,14/10/07,10,23,2,9.2,13.6,0.015,15,0.6195,real,1.081,0.9345,3,0.0735,1.081,0.9345,3,0.0735,32.6081017,8.058758434,20.06907409,13.3992,27.2317,33.05612477,7.996024398,20.27999479
CN2,-0.08,2007,FALL,30,31/10/07,14/10/07,10,25,3,5.6,12.9,0.012,30,0.451,real,1.081,0.9345,3,0.0735,1.081,0.9345,3,0.0735,32.6081017,8.058758434,20.06907409,13.3992,27.2317,33.05612477,7.996024398,20.27999479
CN2,-0.08,2007,FALL,30,31/10/07,14/10/07,10,28,4,1.1,3,0.006,30,0.1763,real,1.081,0.9345,3,0.0735,1.081,0.9345,3,0.0735,32.6081017,8.058758434,20.06907409,13.3992,27.2317,33.05612477,7.996024398,20.27999479
CN2,-0.08,2007,FALL,30,31/10/07,14/10/07,10,30,5,4.2,7.3,0.019,30,0.2252,real,1.081,0.9345,3,0.0735,1.081,0.9345,3,0.0735,32.6081017,8.058758434,20.06907409,13.3992,27.2317,33.05612477,7.996024398,20.27999479
CN2,-0.08,2008,WINTER,29,08/02/08,24/01/08,11,21,1,2.4,4.3,0.016,29,0.1516,real,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,25.16562632,6.804572342,13.43667985,6.7843,20.4572,26.42090391,6.803034828,13.56284896
CN2,-0.08,2008,WINTER,29,08/02/08,24/01/08,11,22,2,2,0.1,0.011,29,0.1868,real,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,25.16562632,6.804572342,13.43667985,6.7843,20.4572,26.42090391,6.803034828,13.56284896
CN2,-0.08,2008,WINTER,29,08/02/08,24/01/08,11,23,3,1.6,1.7,0.015,29,0.1059,real,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,25.16562632,6.804572342,13.43667985,6.7843,20.4572,26.42090391,6.803034828,13.56284896
CN2,-0.08,2008,WINTER,29,08/02/08,24/01/08,11,24,4,4.5,2.7,0.012,29,0.3668,real,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,25.16562632,6.804572342,13.43667985,6.7843,20.4572,26.42090391,6.803034828,13.56284896
CN2,-0.08,2008,WINTER,29,08/02/08,24/01/08,11,25,5,2.1,1.6,0.012,29,0.1723,real,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,25.16562632,6.804572342,13.43667985,6.7843,20.4572,26.42090391,6.803034828,13.56284896
CN2,-0.08,2008,WINTER,29,08/02/08,24/01/08,11,26,6,2.1,3.5,0.015,29,0.1389,real,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,25.16562632,6.804572342,13.43667985,6.7843,20.4572,26.42090391,6.803034828,13.56284896
CN2,-0.08,2008,WINTER,29,08/02/08,24/01/08,11,27,7,2.2,0.1,0.01,29,0.2182,real,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,25.16562632,6.804572342,13.43667985,6.7843,20.4572,26.42090391,6.803034828,13.56284896
CN2,-0.08,2008,WINTER,29,08/02/08,24/01/08,11,28,8,1,NA,0.006,NA,0.1812,real,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,25.16562632,6.804572342,13.43667985,6.7843,20.4572,26.42090391,6.803034828,13.56284896
CN2,-0.08,2008,WINTER,29,08/02/08,24/01/08,11,29,9,1.9,0.6,0.008,NA,0.2385,real,0.277,0.272,0.5,0.042,0.277,0.272,0.5,0.042,25.16562632,6.804572342,13.43667985,6.7843,20.4572,26.42090391,6.803034828,13.56284896
CN2,-0.08,2008,SPRING,28,20/05/08,29/04/08,12,16,1,9.8,1.6,0.02,14,0.497,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.69616124,13.79255203,17.14257947,11.4236,25.621,56.7705113,14.83160645,17.10516407
CN2,-0.08,2008,SPRING,28,20/05/08,29/04/08,12,17,2,1.4,1.2,0.013,28,0.1078,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.69616124,13.79255203,17.14257947,11.4236,25.621,56.7705113,14.83160645,17.10516407
CN2,-0.08,2008,SPRING,28,20/05/08,29/04/08,12,18,3,3,2.2,0.018,28,0.1702,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.69616124,13.79255203,17.14257947,11.4236,25.621,56.7705113,14.83160645,17.10516407
CN2,-0.08,2008,SPRING,28,20/05/08,29/04/08,12,19,4,5.8,1.2,0.022,14,0.2669,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.69616124,13.79255203,17.14257947,11.4236,25.621,56.7705113,14.83160645,17.10516407
CN2,-0.08,2008,SPRING,28,20/05/08,29/04/08,12,21,5,4.6,5,0.021,28,0.219,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.69616124,13.79255203,17.14257947,11.4236,25.621,56.7705113,14.83160645,17.10516407
CN2,-0.08,2008,SPRING,28,20/05/08,29/04/08,12,22,6,5.8,3.1,0.019,28,0.3105,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.69616124,13.79255203,17.14257947,11.4236,25.621,56.7705113,14.83160645,17.10516407
CN2,-0.08,2008,SPRING,28,20/05/08,29/04/08,12,23,7,3.5,2.2,0.019,28,0.1866,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.69616124,13.79255203,17.14257947,11.4236,25.621,56.7705113,14.83160645,17.10516407
CN2,-0.08,2008,SPRING,28,20/05/08,29/04/08,12,24,8,3.5,2.2,0.011,28,0.3127,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.69616124,13.79255203,17.14257947,11.4236,25.621,56.7705113,14.83160645,17.10516407
CN2,-0.08,2008,SPRING,28,20/05/08,29/04/08,12,25,9,3.6,1.2,0.019,28,0.1928,real,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.69616124,13.79255203,17.14257947,11.4236,25.621,56.7705113,14.83160645,17.10516407
CN2,-0.08,2008,SUMMER,27,30/07/08,16/07/08,13,18,1,6.2,3.7,0.02,13.5,0.3128,real,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,61.54572332,16.40214175,24.43595008,18.0649,31.7477,62.24881018,16.93343237,24.40016979
CN2,-0.08,2008,SUMMER,27,30/07/08,16/07/08,13,19,2,7.6,6.5,0.022,13.5,0.3528,real,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,61.54572332,16.40214175,24.43595008,18.0649,31.7477,62.24881018,16.93343237,24.40016979
CN2,-0.08,2008,SUMMER,27,30/07/08,16/07/08,13,21,3,6.7,8.4,0.024,13.5,0.2803,real,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,61.54572332,16.40214175,24.43595008,18.0649,31.7477,62.24881018,16.93343237,24.40016979
CN2,-0.08,2008,SUMMER,27,30/07/08,16/07/08,13,22,4,6,7.8,0.023,13.5,0.2614,real,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,61.54572332,16.40214175,24.43595008,18.0649,31.7477,62.24881018,16.93343237,24.40016979
CN2,-0.08,2008,SUMMER,27,30/07/08,16/07/08,13,23,5,6.5,6.7,0.027,13.5,0.244,real,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,61.54572332,16.40214175,24.43595008,18.0649,31.7477,62.24881018,16.93343237,24.40016979
CN2,-0.08,2008,SUMMER,27,30/07/08,16/07/08,13,25,6,9.6,8.7,0.022,13.5,0.4356,real,1.053,0.76625,0.36725,0.32375,0.9145,0.8475,0.2825,0.2895,61.54572332,16.40214175,24.43595008,18.0649,31.7477,62.24881018,16.93343237,24.40016979
CN2,-0.08,2008,FALL,28,13/11/08,29/10/08,14,1,1,3,7.5,0.006,NA,0.5083,real,1.5245,0.956,6.3225,0.042,1.5245,0.956,6.3225,0.042,25.17247611,5.939859852,16.39778302,9.5745,23.8233,27.16301837,5.565434325,15.56295521
CN2,-0.08,2008,FALL,28,13/11/08,29/10/08,14,5,2,3.3,7.2,0.008,28,0.3978,real,1.5245,0.956,6.3225,0.042,1.5245,0.956,6.3225,0.042,25.17247611,5.939859852,16.39778302,9.5745,23.8233,27.16301837,5.565434325,15.56295521
CN2,-0.08,2008,FALL,28,13/11/08,29/10/08,14,8,3,2.2,7.4,0.006,28,0.3798,real,1.5245,0.956,6.3225,0.042,1.5245,0.956,6.3225,0.042,25.17247611,5.939859852,16.39778302,9.5745,23.8233,27.16301837,5.565434325,15.56295521
CN2,-0.08,2008,FALL,28,13/11/08,29/10/08,14,9,4,2.7,2.5,0.018,28,0.154,real,1.5245,0.956,6.3225,0.042,1.5245,0.956,6.3225,0.042,25.17247611,5.939859852,16.39778302,9.5745,23.8233,27.16301837,5.565434325,15.56295521
CN2,-0.08,2009,WINTER,29,25/02/09,10/02/09,15,19,1,1.1,0.5,0.008,NA,0.1354,real,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,27.65707704,7.559807721,12.35897687,5.8245,17.7601,30.52934639,8.077783807,12.44580104
CN2,-0.08,2009,WINTER,29,25/02/09,10/02/09,15,21,2,0.8,1.9,0.008,NA,0.0983,real,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,27.65707704,7.559807721,12.35897687,5.8245,17.7601,30.52934639,8.077783807,12.44580104
CN2,-0.08,2009,WINTER,29,25/02/09,10/02/09,15,22,3,2.8,1.9,0.014,29,0.1938,real,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,27.65707704,7.559807721,12.35897687,5.8245,17.7601,30.52934639,8.077783807,12.44580104
CN2,-0.08,2009,WINTER,29,25/02/09,10/02/09,15,23,4,2.5,4,0.014,29,0.1776,real,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,27.65707704,7.559807721,12.35897687,5.8245,17.7601,30.52934639,8.077783807,12.44580104
CN2,-0.08,2009,WINTER,29,25/02/09,10/02/09,15,25,5,1.1,0.4,0.009,29,0.1193,real,0.804,1.163,16.1615,0.1105,0.804,1.163,16.1615,0.1105,27.65707704,7.559807721,12.35897687,5.8245,17.7601,30.52934639,8.077783807,12.44580104
CN2,-0.08,2009,SPRING,28,25/05/09,09/05/09,16,16,1,3.3,2.7,0.017,14,0.1994,real,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,57.11774283,14.53668785,17.22079705,9.8865,25.0528,61.03954083,14.43678717,17.62714479
CN2,-0.08,2009,SPRING,28,25/05/09,09/05/09,16,18,2,7.1,6.4,0.019,14,0.3691,real,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,57.11774283,14.53668785,17.22079705,9.8865,25.0528,61.03954083,14.43678717,17.62714479
CN2,-0.08,2009,SPRING,28,25/05/09,09/05/09,16,19,3,7,2.7,0.017,14,0.4053,real,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,57.11774283,14.53668785,17.22079705,9.8865,25.0528,61.03954083,14.43678717,17.62714479
CN2,-0.08,2009,SPRING,28,25/05/09,09/05/09,16,20,4,3.2,1.7,0.02,14,0.1607,real,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,57.11774283,14.53668785,17.22079705,9.8865,25.0528,61.03954083,14.43678717,17.62714479
CN2,-0.08,2009,SPRING,28,25/05/09,09/05/09,16,22,5,3.2,2.8,0.02,28,0.1577,real,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,57.11774283,14.53668785,17.22079705,9.8865,25.0528,61.03954083,14.43678717,17.62714479
CN2,-0.08,2009,SPRING,28,25/05/09,09/05/09,16,23,6,3.6,1.8,0.02,14,0.1784,real,1.663,0.8585,0.887,0.042,1.663,0.8585,0.887,0.042,57.11774283,14.53668785,17.22079705,9.8865,25.0528,61.03954083,14.43678717,17.62714479
CN2,-0.08,2009,SUMMER,26,22/07/09,08/07/09,17,17,1,10.5,13.2,0.022,13,0.4694,real,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,63.49685785,16.8480331,23.90989222,18.4257,31.6764,65.12989148,17.14016294,24.13568
CN2,-0.08,2009,SUMMER,26,22/07/09,08/07/09,17,19,2,9.6,10.6,0.022,13,0.4425,real,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,63.49685785,16.8480331,23.90989222,18.4257,31.6764,65.12989148,17.14016294,24.13568
CN2,-0.08,2009,SUMMER,26,22/07/09,08/07/09,17,20,3,5.5,10.5,0.022,26,0.2448,real,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,63.49685785,16.8480331,23.90989222,18.4257,31.6764,65.12989148,17.14016294,24.13568
CN2,-0.08,2009,SUMMER,26,22/07/09,08/07/09,17,22,4,10.8,11.7,0.022,13,0.4885,real,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,63.49685785,16.8480331,23.90989222,18.4257,31.6764,65.12989148,17.14016294,24.13568
CN2,-0.08,2009,SUMMER,26,22/07/09,08/07/09,17,23,5,10.4,9.3,0.02,13,0.5135,real,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,63.49685785,16.8480331,23.90989222,18.4257,31.6764,65.12989148,17.14016294,24.13568
CN2,-0.08,2009,SUMMER,26,22/07/09,08/07/09,17,25,6,11.7,15.1,0.029,13,0.4028,real,0.277,0.196,0.145,0.042,0.277,0.196,0.145,0.042,63.49685785,16.8480331,23.90989222,18.4257,31.6764,65.12989148,17.14016294,24.13568
CN2,-0.08,2009,FALL,28,17/11/09,11/11/09,18,16,1,3.6,7,0.011,28,0.3423,real,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,26.4684782,6.250502315,18.26094483,11.8179,26.6676,26.93348338,5.744367719,17.73479
CN2,-0.08,2009,FALL,28,17/11/09,11/11/09,18,17,2,3.5,5.1,0.014,28,0.2557,real,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,26.4684782,6.250502315,18.26094483,11.8179,26.6676,26.93348338,5.744367719,17.73479
CN2,-0.08,2009,FALL,28,17/11/09,11/11/09,18,18,3,2.3,4.6,0.016,28,0.1408,real,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,26.4684782,6.250502315,18.26094483,11.8179,26.6676,26.93348338,5.744367719,17.73479
CN2,-0.08,2009,FALL,28,17/11/09,11/11/09,18,19,4,3,4.7,0.01,28,0.3006,real,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,26.4684782,6.250502315,18.26094483,11.8179,26.6676,26.93348338,5.744367719,17.73479
CN2,-0.08,2009,FALL,28,17/11/09,11/11/09,18,20,5,1.7,2.8,0.011,28,0.15,real,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,26.4684782,6.250502315,18.26094483,11.8179,26.6676,26.93348338,5.744367719,17.73479
CN2,-0.08,2009,FALL,28,17/11/09,11/11/09,18,21,6,4,4,0.013,28,0.3012,real,0.277,0.21,1.637,0.059,0.277,0.21,1.637,0.059,26.4684782,6.250502315,18.26094483,11.8179,26.6676,26.93348338,5.744367719,17.73479
